Vamos tentar alguma coisa!	ALGUM COISA TENTAR
Então... o que você estava dizendo?	{ENTÃO O VOCÊ DIZER}(q)
Sinto muito por isso.	ISSO EU SENTIR
Você estava dizendo...?	{VOCÊ DIZER}(q)
O livro de Jack é interessante.	LIVRO INTERESSANTE JACK
Sinto interromper.	INTERROMPER EU SENTIR
Por favor, continue.	ELE CONTINUAR
Eu me despedi e aí fui embora.	EU EU DESPEDIR SÓ AÍ EMBORA EU IR
Tudo bem, não faz mal.	BEM TUDO MAL FAZER (NÃO)
Bem, não é nada que não esteja ao nosso alcance.	BEM NOSSO NADA ALCANCE SER (NÃO)
Nós podemos lidar com isto.	NÓS ELE LIDAR PODER
É só um contratempo.	CONTRATEMPO
Essas coisas acontecem.	ESSE COISAS ACONTECER
As nossas negociações para reduzir as tarifas de exportação sofreram um grande baque.	GRANDE MULHER NEGOCIAÇÃO TARIFAS EXPORTAÇÃO BAQUE NOSSO REDUZIR SOFRER
Isto é sério.	ISTO É SÉRIO
Temos de fazer algo a respeito disto.	ALGO RESPEITO FAZER NÓS TER
Fred vai à Europa na segunda.	FRED EUROPA DOIS IR
Em Nova York, muitos edifícios não têm o décimo terceiro andar.	TERCEIRO NOVA YORK MUITOS DÉCIMO ANDAR EDIFÍCIOS NÃO_TER {NÃO}(headshake)
A que horas será a próxima apresentação?	{A HORAS APRESENTAÇÃO PRÓXIMO}(q)
Corte-o pela metade.	METADE EU CORTAR
Por favor, una os dois extremos da fita.	2 EXTREMO FITA
"Ele não virá mais", disse o homem que fumava.	HOMEM MAIS ELE DIZER FUMAR VIR (NÃO)
Ficamos lá por três meses.	LÁ 3 MÊS NÓS FICAR
Errei em todos os verbos no imperativo.	TODO VERBOS IMPERATIVO EU ERRAR
Você deveria ter mais cuidado.	VOCÊ MAIS CUIDAR TER DEVER
Faço parte de uma equipe de hockey.	PARTE HOCKEY EU FAZER
Ela mantém muito bem sua juventude.	BEM ELE SEU JUVENTUDE MANTER
Ainda que chova, começarei amanhã bem cedo.	CEDO AINDA QUE AMANHÃ BEM COMEÇAR
Ontem jogamos futebol.	ONTEM FUTEBOL NÓS JOGAR
Ele não é tão alto quanto seu irmão mais velho.	QUANTO ELE ALTO SEU VELHO IRMÃO MAIS (NÃO)
O problema é que meu filho não quer ir à escola.	FILHO PROBLEMA MEU ESCOLA IR NÃO_QUERER {NÃO}(headshake)
Crianças, não façam barulho.	CRIANÇAS BARULHO FAZER (NÃO)
Eu gosto daquele com uma cinta branca.	BRANCO EU CINTA AQUELE GOSTAR
Bem-vinda ao nosso restaurante!	BEM VINDA RESTAURANTE NOSSO
Meu aniversário está chegando.	ANIVERSÁRIO MEU CHEGAR
Como você está se sentindo?	VOCÊ SENTIR COMO (NÃO)
Eu o vi pela TV, mas não pessoalmente.	PESSOAL EU TV MAS O VER (NÃO)
Você fala espanhol muito bem.	BEM VOCÊ ESPANHOL FALAR
Estão comendo um sanduíche.	SANDUÍCHE COMER
A discoteca está vazia.	DISCOTECA VAZIO
Perdi minha bolsa.	BOLSA MEU EU PERDER
Você está horrível.	VOCÊ HORRÍVEL
É chegado o tempo de uma mudança radical.	RADICAL TEMPO MUDAR CHEGAR
No ano passado houve uma má colheita.	PASSADO MAU ANO COLHEITA PASSADO HAVER
Preciso de alguém que conserte o meu processador de texto.	PRECISO MEU ALGUÉM TEXTO PROCESSADOR CONSERTAR
Que sorte a dele, ter uma esposa tão boa.	TÃO SORTE MULHER ESPOSO DELE BOM TER
Vamos ouvir música.	MÚSICA OUVIR
Tentei escrever tudo o que ele disse.	ELE DIZER ESCREVER TENTAR
Comecemos com o primeiro capítulo.	PRIMEIRO CAPÍTULO COMEÇAR
Ela tem orgulho da filha.	ELE ORGULHO MULHER FILHO TER
Ele ouviu a música de olhos fechados.	ELE MÚSICA OLHOS OUVIR FECHAR
Você deve pegar o animal vivo.	VOCÊ VIVO ANIMAL PEGAR DEVER
É preciso consertar a bicicleta.	PRECISO BICICLETA
Quem é Alvar Aalto?	ALVAR AALTO QUEM (NÃO)
Não tenho nada a dizer a respeito deste problema.	NADA DIZER RESPEITO PROBLEMA NÃO_TER {NÃO}(headshake)
Ele gosta mais de francês do que de alemão.	ELE FRANCÊS DO QUE ALEMÃO MAIS GOSTAR
Apesar de ser rico, ele não é feliz.	RICO ELE FELIZ SER (NÃO)
Ele foi a Londres via Paris.	ELE LONDRES PARIS IR
Você tem de prestar atenção nele.	VOCÊ ATENÇÃO NELE PRESTAR TER
Estudo coreano.	ESTUDO COREANO
Você pode adicionar frases que não saiba traduzir. Talvez alguém o saiba!	VOCÊ FRASES ADICIONAR PODER TRADUZIR NÃO_SABER TALVEZ ALGUÉM O SABER {NÃO}(headshake)
Ela já terminou de ler o livro?	{JÁ ELE LIVRO LER TERMINAR}(q)
Você está livre amanhã à tarde?	{AMANHÃ VOCÊ TARDE LIVRE}(q)
Com um pai americano e uma mãe francesa, ela é bilíngue.	AMERICANO PAI SÓ MÃE ELE BILÍNGUE
Tony tem uma voz agradável.	AGRADÁVEL TONY VOZ TER
Quando viajo nunca uso cédulas, e sim cheques de viagem.	QUANDO SIM EU VIAJAR USO CÉDULAS SÓ CHEQUES VIAGEM NUNCA NÃO
Ele tinha cabelo cinza.	CINZA ELE CABELO TER
Há mais de 2500 tipos de cobras no mundo.	COBRA MAIS 2500 TIPO MUNDO HAVER
Ele é médico e também novelista.	TAMBÉM ELE SÓ MÉDICO NOVELISTA
Até mesmo as cobras peçonhentas só atacam quando se sentem ameaçadas.	SÓ PEÇONHENTAS COBRAS ATÉ MESMO ATACAR QUANDO AMEAÇAR ELES SENTIR
Quando ele voltará de Milão?	ELE MILÃO VOLTAR QUANDO (NÃO)
Qual é a cobra que tem as maiores presas?	COBRA TER PRESAS MAIORES QUAL (NÃO)
Esse é um pequeno passo para o homem, mas um grande salto para a humanidade.	ESSE PEQUENO MAS GRANDE PASSO HOMEM SALTO HUMANIDADE
Qual é a cobra mais venenosa do mundo?	MUNDO COBRA VENENOSO MAIS QUAL (NÃO)
A taipan, uma cobra encontrada na Austrália, é a cobra mais venenosa do mundo.	TAIPAN AUSTRÁLIA COBRA COBRA VENENOSO MUNDO MAIS ENCONTRAR
Lamento ter sido tão grosseiro.	TÃO EU LAMENTAR GROSSEIRO
E não nos deixeis cair em tentação, mas livrai-nos do mal.	SÓ NÓS DEIXAR TENTAÇÃO CAIR MAS NÓS MAL LIVRAR (NÃO)
Qual é cobra a mais rápida do mundo?	MUNDO COBRA RÁPIDO MAIS QUAL (NÃO)
Posso resistir a tudo, menos à tentação.	TUDO TENTAÇÃO MENOS RESISTIR EU PODER
Ah! Se eu fosse rico, compraria uma casa na Espanha.	AH SE RICO ESPANHA CASA FOSSAR
Já não vou aguentá-lo por muito tempo.	JÁ MUITO TEMPO AGUENTAR (NÃO)
Não se esqueça de enviar esta carta.	ESTE CARTA ENVIAR ELE ESQUECER (NÃO)
Ele me deu não só dinheiro, mas também conselhos.	NÃO SÓ ELE EU MAS DINHEIRO TAMBÉM CONSELHOS DAR
São duas milhas daqui até o parque.	AQUI 2 MILHA PARQUE
Vamos conversar enquanto tomamos um chá.	CONVERSAR ENQUANTO CHÁ NÓS TOMAR
Não há liberdade para o ignorante.	MULHER À VONTADE IGNORANTE HAVER (NÃO)
Eu me levantei mais ou menos às seis.	MAIS OU MENOS EU 6 EU LEVANTAR
Você já viu um óvni?	{JÁ VOCÊ ÓVNI VER}(q)
O meu brinquedo está com defeito.	BRINQUEDO DEFEITO MEU
A estrutura do cérebro é complexa.	ESTRUTURA COMPLEXO CÉREBRO
Queremos assistir ao concerto de hoje à noite.	HOJE CONCERTO NOITE ASSISTIR NÓS QUERER
De que material é feita esta jaqueta?	{ESTE JAQUETA MATERIAL FAZER}(q)
Eu quase fui atropelado por um carro.	QUASE EU CARRO ATROPELAR
O capitalismo tem razões que a razão desconhece.	CAPITALISMO RAZÃO MULHER RAZÃO TER DESCONHECER
O mundo se divide entre pessoas que fazem as coisas e pessoas que levam o crédito. Tente, se puder, pertencer à primeira classe. Há bem menos competição.	MUNDO COISAS PESSOA DIVIDIR FAZER SÓ PESSOA CRÉDITO LEVAR EU PODER PRIMEIRO CLASSE PERTENCER TENTAR COMPETIÇÃO MENOS HAVER
Ele é contra a discriminação racial.	ELE RACIAL DISCRIMINAÇÃO
Vamos logo; coloque a mesa do jantar.	LOGO JANTAR MESA ELE COLOCAR
Sim, Bob, eu virei.	SIM BOB EU VIR
Eles estão na cozinha.	ELES COZINHA
Não dê ouvidos ao homem.	OUVIR EU DAR (NÃO)
Por favor, dirija com cuidado.	FAVOR CUIDADO ELE DIRIGIR
Quem foi Mona Lisa?	IR MONA LISA QUEM (NÃO)
A Mona Lisa é provavelmente o quadro mais famoso já criado.	JÁ QUADRO MONA LISA PROVAVELMENTE MAIS CRIAR
"Quem é?" "Sou eu."	QUEM EU
O menino está no zoológico.	MENINO ZOOLÓGICO
A Mona Lisa foi pintada por Leonardo da Vinci.	MONA LISA LEONARDO DA VINCI PINTAR
A pintura está no Louvre, Paris.	PARIS PINTURA LOUVRE
O poder é o maior afrodisíaco.	PODER AFRODISÍACO MAIOR
Eu gosto muito da sua irmã.	EU MULHER IRMÃO SEU GOSTAR
Por que você está aprendendo espanhol?	{VOCÊ ESPANHOL APRENDER}(q)
Você é um tolo.	VOCÊ TOLO
Quero ver o filme de novo.	NOVO FILME VER EU QUERER
Não se deve andar de bicicleta na calçada.	BICICLETA CALÇADA ANDAR DEVER (NÃO)
Ela também é bonita.	TAMBÉM ELE BONITO
Eu sentirei muito a sua falta quando você for embora.	EU SEU FALTAR SENTIR QUANDO VOCÊ EMBORA IR
Você pode dizer o que quiser. Eu tenho a convicção de que tenho razão.	VOCÊ O DIZER PODER QUERER EU CONVICÇÃO RAZÃO TER TER
Feche os olhos e conte até dez.	OLHOS FECHAR SÓ 10
Havia muito vento.	VENTO HAVER
A que horas você chegou lá?	{LÁ A HORAS CHEGAR}(q)
Vamos ajudá-lo, certo?	{CERTO AJUDAR}(q)
Um amigo veio me ver durante o dia.	AMIGO EU DIA VER VIR
Ainda não jantamos hoje.	HOJE NÓS JANTAR AINDA_{NÃO}(headshake)
É uma questão de forma - e de estilo.	QUESTÃO FORMA SÓ ESTILO
Eu procurei em toda parte, mas não encontro as chaves em lugar nenhum.	TODO NENHUM EU MAS ENCONTRO PARTE CHAVES LUGAR PROCURAR (NÃO)
Por favor, diga-me a resposta à pergunta.	FAVOR RESPOSTA PERGUNTA
Ele viu o garoto pular a cerca e sair correndo.	CERCA ELE GAROTO PULAR VER SÓ CORRER SAIR
Eles são estudantes capacitados.	ELES ESTUDANTES CAPACITAR
Eu não consigo consertar o computador.	EU COMPUTADOR CONSERTAR CONSEGUIR (NÃO)
Elas sabem cantar.	ELAS CANTAR SABER
Tom sabe jogar futebol.	TOM FUTEBOL JOGAR SABER
Fizeram-me uma oferta que não pude recusar.	OFERTA FAZER RECUSAR PODER (NÃO)
Nós nos reunimos uma vez por ano.	UMA VEZ NÓS ANO NÓS REUNIR
Eu tomo café da manhã todos os dias.	TODOS OS DIAS MANHÃ EU CAFÉ TOMAR
Quantos anos ela tinha quando dirigiu um carro pela primeira vez?	PELA PRIMEIRA VEZ ANOS ELE CARRO DIRIGIR TER QUANDO QUANTOS (NÃO)
Quantos anos tem o seu pai?	ANOS PAI SEU TER QUANTOS (NÃO)
Este meu relógio é incansável.	ESTE RELÓGIO INCANSÁVEL MEU
Vamos ver se ela me reconhecerá ou não.	SE ELE EU RECONHECER OU VER (NÃO)
Na semana passada havia seis pessoas no concerto.	PASSADO 6 SEMANA PESSOA CONCERTO PASSADO HAVER
Aquele grupo de pessoas quase desapareceu.	QUASE AQUELE GRUPO PESSOA ELE DESAPARECER
Você deveria dar essa tarefa a outra pessoa.	VOCÊ ESSE OUTRO PESSOA TAREFA DAR DEVER
A dominação alemã não se prolongou por muito tempo.	ALEMÃO DOMINAÇÃO MUITO TEMPO PROLONGAR (NÃO)
Em cada colmeia só pode haver uma única rainha.	SÓ CADA COLMEIA UNICO MULHER REI HAVER ELE PODER
Milhares de pessoas foram à praia para ver o golfinho.	PRAIA MILHARES PESSOA GOLFINHO IR VER
Esse tipo de templo influenciou todo o Oriente Médio, principalmente o Egito.	PRINCIPAL ESSE TIPO TODO ORIENTE MÉDIO TEMPLO EGITO INFLUENCIAR
O pior já passou.	PIOR JÁ ELE PASSADO
Você quer que eu lhe diga a verdade?	{VOCÊ EU VERDADE LHE DIZER QUERER}(q)
Por volta do ano 174 d.C., seu povo se rebelou contra Roma.	POVO ANO VOLTA SEU 174 ROMA REBELAR
Quando ele voltou, trouxe um boné e o deu de presente para o amigo.	QUANDO ELE BONÉ TRAZER VOLTAR SÓ O PRESENTE AMIGO DAR
Os carros japoneses são muito populares.	CARROS POPULARES
Em espanhol o "h" não se pronuncia, a não ser que precedido de "c".	H ESPANHOL C PRECEDER PRONUNCIAR (NÃO)
O "a" é a primeira letra do alfabeto.	PRIMEIRO LETRA ALFABETO
As crianças ocuparam a sala de aula grande e espaçosa.	GRANDE CRIANÇAS ESPAÇOSO SALA SÓ OCUPAR
A velha harpa estava guardada no porão.	VELHO HARPA PORÃO
Quero visitar as ruínas de Machu Picchu.	RUÍNAS MACHU PICCHU VISITAR QUERER
Por que você veio aqui?	{AQUI VOCÊ VIR}(q)
Moro na Rua Augusta, 337.	337 RUA AUGUSTA MORAR
A Rua Luís Coelho corta a Rua Augusta.	RUA LUÍS COELHO RUA AUGUSTA CORTAR
O Sr. García é muito simpático.	SR. GARCÍA SIMPÁTICO
Eu vi a professora Gómez ontem.	ONTEM EU GÓMEZ MULHER PROFESSOR VER
Boa tarde, professor Pérez.	PÉREZ BOM TARDE PROFESSOR
Eu gostei muito de "Rebelde sem causa".	EU REBELDE CAUSA GOSTAR
Você é andaluz?	{VOCÊ ANDALUZ}(q)
Esta cama está fria.	ESTE CAMA FRIO
Miguel o deu a Dora.	MIGUEL O DORA DAR
Você ouviu o discurso de Hillary?	{VOCÊ DISCURSO HILLARY OUVIR}(q)
Eu tive uma aula com a dona Tortello.	EU TORTELLO AULA MULHER DOM TER
Eu pedirei referências suas.	SEU REFERÊNCIAS PEDIR
O exército brasileiro preparou-se para o ataque.	BRASILEIRO EXÉRCITO ATAQUE PREPARAR
Os Garcías ainda não chegaram.	GARCÍAS CHEGAR AINDA_{NÃO}(headshake)
Os Morales estão na sala.	MORALES SALA
Papai, aqui está o café.	VÓS PAPAR CAFÉ
Mamãe, venha comigo à loja.	MAMÃE LOJA COMIGO VIR
Diga ao papai que venha.	PAPAI DIZER VIR
Eu lembro como ele era.	EU ELE LEMBRAR
O sol brilhava em todo o seu esplendor.	SOL TODO ESPLENDOR SEU BRILHAR
É branco?	{BRANCO}(q)
A menina usava fitas vermelhas no cabelo.	VERMELHAS MULHER MENINO FITAS CABELO USAR
Quanto tempo você pretende ficar neste país?	{VOCÊ ESTE TEMPO PAÍS FICAR PRETENDER}(q)
É melhor ir com calma do que se apressar e cometer erros.	MELHOR DO QUE CALMA IR APRESSAR SÓ ERROS COMETER
Aqui não há ninguém que possa ajudá-lo com o trabalho.	NINGUÉM TRABALHO HAVER AJUDAR PODER AINDA_{NÃO}(headshake)
Esta câmera é pequena, mas muito boa.	ESTE CÂMERA PEQUENO MAS BOM
Quanto custaria consertar esta cadeira?	ESTE CADEIRA CONSERTAR ELE CUSTAR QUANTO (NÃO)
Eu não gosto de nadar na piscina.	EU PISCINA NADAR GOSTAR (NÃO)
O que esta palavra quer dizer?	{QUER DIZER ESTE PALAVRA O}(q)
É proibido jogar objetos pela janela.	OBJETOS JANELA JOGAR PROIBIR
Bom, já se decidiram?	{JÁ BOM ELES DECIDIR}(q)
Hoje em dia as pessoas são mais educadas do que antigamente.	HOJE EM DIA DO QUE ANTIGO MAIS EDUCAR
Eu tenho a visão normal.	NORMAL EU VISÃO TER
Ele é ávido pela fama.	ELE ÁVIDO FAMA
Seus atos me confundem.	ATOS SEU EU CONFUNDIR
O que está acontecendo aí embaixo?	{EMBAIXO O AÍ ACONTECER}(q)
Você tem um pouco de leite?	{VOCÊ LEITE UM POUCO TER}(q)
No Japão, o novo ano escolar começa em abril.	NOVO ESCOLAR ANO JAPÃO ABRIL COMEÇAR
Eles tomaram duas garrafas de vinho.	ELES GARRAFA 2 VINHO TOMAR
Eu estou fazendo isso por você.	EU ISSO VOCÊ FAZER
Há uma medida para cada coisa.	CADA MEDIDA COISA HAVER
Um quinto da superfície da Terra está coberto por subsolo permanentemente congelado.	PERMANENTE QUINTO TERRA COBRIR SUPERFÍCIE SUBSOLO CONGELAR
Você sabe onde fica a Torre de Tóquio?	VOCÊ TORRE TÓQUIO FICAR SABER ESPERA AÍ (NÃO)
Toda pessoa tem direito à propriedade, individual e coletivamente.	COLETIVO INDIVIDUAL TODO PESSOA DIREITO PROPRIEDADE SÓ ELE TER
Você precisa de muito dinheiro?	{VOCÊ DINHEIRO PRECISAR}(q)
Passe para me ver hoje à noite, às oito.	HOJE PASSE NOITE EU 8 VER
Deveríamos levar em conta que o que se conhece como sabedoria não é um mero elemento do conhecimento.	O DEVER ELEMENTO ELEMENTO ELEMENTO MERO ELEMENTO LEVAR CONHECER (NÃO)
Não quero ouvir suas desculpas.	DESCULPAS SEU OUVIR EU NÃO_QUERER {NÃO}(headshake)
Ele chegou a ser reconhecido como um grande novelista.	ELE COMO GRANDE NOVELISTA RECONHECER CHEGAR
Devemos levar em consideração cada aspecto do problema.	CADA CONSIDERAÇÃO ASPECTO PROBLEMA LEVAR NÓS DEVER
Parece que ele não está com vontade de ir ao concerto.	ELE PARECER VONTADE CONCERTO IR (NÃO)
Você sabe falar inglês.	VOCÊ INGLÊS FALAR SABER
A poluição está prejudicando a nossa terra.	POLUIÇÃO TERRA NOSSO PREJUDICAR
Não pude sair de casa neste sábado porque minha mãe estava doente.	PORQUE MÃE MEU ESTE SÁBADO DOENTE CASA SAIR PODER (NÃO)
Estas são as pessoas que moram na casa ao lado.	ESTAS PESSOA CASA MORAR
Ele ganha a vida ensinando.	ELE VIDA ENSINAR GANHAR
Nossa classe é pequena.	CLASSE PEQUENO NOSSO
Você vai a pé ou de ônibus?	{VOCÊ ÔNIBUS PÉ OU IR}(q)
As meias estão cheirando mal.	MAL MEIAS CHEIRAR
Você sabe por que eles pararam de falar?	{VOCÊ ELES PARAR FALAR SABER}(q)
Ele é um tormento constante para mim.	ELE CONSTANTE EU TORMENTO
É preciso muita perseverança ao estudar.	PRECISO PERSEVERANÇA MUITA ESTUDAR
Naquela época, ele era um menino de dez anos de idade.	AQUELE ELE ÉPOCA 10 MENINO ANO IDADE
Ele levantou o braço.	ELE BRAÇO LEVANTAR
As bactérias são invisíveis a olho nu.	BACTÉRIAS NU INVISÍVEIS OLHO
O cachorro correu atrás do coelho.	ATRÁS CACHORRO COELHO CORRER
O homem que eu estou vendo é muito alto.	HOMEM EU ALTO VER
Você leu o livro que ganhou o prêmio?	{VOCÊ PRÊMIO LIVRO LER GANHAR}(q)
Eu darei uma cópia a qualquer um que pedir.	EU QUALQUER CÓPIA DAR PEDIR
Eu moro na casa que o meu pai construiu.	EU PAI CASA MEU MORAR CONSTRUIR
Eu vou lhe passar aquele artigo.	EU AQUELE LHE ARTIGO PASSADO
Eu vou lhe passar o artigo que escrevi sobre esse tema.	EU ESSE LHE TEMA ARTIGO PASSADO ESCREVER
Ele o cortou com a faca.	ELE FACA O CORTAR
Ele o cortou com a faca que ganhou de presente do irmão.	ELE O PRESENTE IRMÃO FACA CORTAR GANHAR
No ano passado eles compraram uma casa em Connemara.	PASSADO ELES ANO CASA CONNEMARA PASSADO COMPRAR
No ano passado eles compraram uma casa no lugar onde passaremos as férias.	ESPERA AÍ ELES CASA ANO LUGAR FÉRIAS PASSADO COMPRAR PASSAR
Atualmente a mulher que mora ao lado está trabalhando como funcionária pública.	ATUAL COMO PÚBLICO MULHER MULHER FUNCIONÁRIO MORAR TRABALHAR
Há um homem à porta que quer falar com você.	HOMEM PORTA VOCÊ HAVER FALAR QUERER
Na semana passada ele viu um velho amigo que estivera anos sem ver.	ELE AMIGO SEMANA ANOS VER PASSADO VER
Eu pensei que tinha visto alguém ali.	ALI EU VER ALGUÉM PENSAR
Ele está fazendo alguma coisa lá.	LÁ ELE ALGUM COISA FAZER
Eu gosto da foto que estou vendo aí.	AÍ EU FOTO GOSTAR VER
Você vai fazer o serviço que Seosamh não fez?	{SEOSAMH VOCÊ SERVIÇO FAZER FAZER NÃO}(q)
As pessoas que foram embora ontem são da Escócia.	ONTEM EMBORA PESSOA ESCÓCIA IR
Ela não gosta da comida que Bríd faz.	BRÍD ELE COMIDA FAZER GOSTAR (NÃO)
O padre que fala francês estará aqui na semana que vem.	AQUI PADRE FRANCÊS SEMANA FALAR VIR
Peige é a pessoa que terminará o trabalho.	PEIGE PESSOA TRABALHO TERMINAR
Eu não entendo as perguntas que o professor faz.	PROFESSOR EU PERGUNTAS FAZER ENTENDER (NÃO)
Eu comprei um livro que será muito interessante.	EU INTERESSANTE LIVRO
O que acontecerá na quinta?	{O QUINTA ACONTECER}(q)
O que você faz em Londres?	{O VOCÊ LONDRES FAZER}(q)
Quem não estava aqui?	AQUI QUEM (NÃO)
O que ele não comprou?	{ELE O COMPRAR NÃO}(q)
Se uma figura tem três lados, ela é um triângulo.	SE FIGURA ELE 3 TER LADO TRIÂNGULO
Eu te ligo esta noite às sete.	EU ESTE NOITE 7 LIGAR
Qual você prefere?	VOCÊ PREFERIR QUAL (NÃO)
Qual comida você prefere?	COMIDA VOCÊ PREFERIR QUAL (NÃO)
Quais pessoas estarão aqui?	AQUI PESSOA QUAIS (NÃO)
Qual mulher estava falando com você?	MULHER VOCÊ FALAR QUAL (NÃO)
Quando ele havia estado aqui?	AQUI ELE QUANDO (NÃO)
Quando é que você vai voltar?	VOCÊ VOLTAR QUANDO (NÃO)
Quanto tempo eles ficarão?	ELES TEMPO FICAR QUANTO (NÃO)
Com que frequência você a vê?	{VOCÊ FREQUÊNCIA A VER}(q)
Como vai o trabalho?	TRABALHO ELE IR COMO (NÃO)
Como foi a noite?	ELE IR NOITE COMO (NÃO)
O que você vai beber?	{O VOCÊ BEBER}(q)
Quem disse isso?	ISSO DIZER QUEM (NÃO)
Qual jornal você preferiria?	VOCÊ JORNAL PREFERIR QUAL (NÃO)
Quem mora naquela casa?	AQUELE CASA MORAR QUEM (NÃO)
Que filme vocês estão vendo?	{VOCÊS FILME VER}(q)
De quem é esta comida?	ESTE COMIDA QUEM (NÃO)
O que ela faz no verão?	{O ELE VERÃO FAZER}(q)
Como é que você fez isto?	VOCÊ ELE FAZER COMO (NÃO)
Quem você viu no teatro?	VOCÊ TEATRO VER QUEM (NÃO)
Ele não é tão alto.	TÃO ELE ALTO (NÃO)
Ele é novelista e poeta.	ELE NOVELISTA SÓ POETA
Ele agrada a todos porque é muito inteligente.	ELE PORQUE INTELIGENTE TODO
Faz muito calor aqui.	AQUI CALOR ELE FAZER
Como posso chegar lá?	LÁ CHEGAR EU PODER COMO (NÃO)
Estes quadros foram pintados por ele.	ESTE QUADROS DELE PINTAR
O tempo está bom.	TEMPO TUDO BEM
Como está o tempo?	TEMPO COMO (NÃO)
O tempo está bom?	{TEMPO TUDO BEM}(q)
É isso?	{ISSO}(q)
Ela é agradável?	{ELE AGRADÁVEL}(q)
Estou vendo uma casa.	CASA VER
Estou vendo a casa.	CASA VER
Estou vendo isto.	ELE VER
Estou vendo esta casa.	ESTE CASA VER
Eu estou vendo que está chovendo.	EU VER CHOVER
Estou vendo a sua casa.	CASA SEU VER
Estou me vendo.	EU VER
Mostre-me o seu!	EU SEU
Eu gostaria daquele tipo.	EU AQUELE TIPO GOSTAR
Eles estão se vendo.	ELES VER
Você gostaria de qual?	VOCÊ GOSTAR QUAL (NÃO)
Você gostaria de qual livro?	VOCÊ LIVRO GOSTAR QUAL (NÃO)
Estamos caminhando no parque.	PARQUE CAMINHAR
Maria trabalha numa grande empresa.	GRANDE MARIA EMPRESA TRABALHAR
Eu vou à cidade todos os dias.	TODOS OS DIAS EU CIDADE IR
Trabalharei o dia todo amanhã.	AMANHÃ DIA TODO EU TRABALHAR
Eu vou ao Balaton na próxima semana.	PRÓXIMO EU BALATON SEMANA IR
Vou fazer meu dever de casa depois.	DEPOIS DEVER CASA MEU FAZER
Eu vou à loja e sabe quem eu vejo? Um amigo americano, que imediatamente começa a me contar o que tem acontecido com ele desde a última vez que nos encontramos.	EU LOJA IR SÓ EU VER SABER QUEM IMEDIATO AMIGO VEZ EU ELE ELE NÓS CONTAR COMEÇAR ACONTECER ENCONTRAR (NÃO)
Lajos disse que quer morar em Szeged.	LAJOS SZEGED QUERER MORAR DIZER
Lajos disse que queria morar em Szeged três anos atrás.	ATRÁS LAJOS QUERER SZEGED ANO 3 MORAR DIZER
Estou trabalhando na biblioteca desde janeiro.	BIBLIOTECA JANEIRO TRABALHAR
Há quanto tempo você estuda húngaro?	{VOCÊ TEMPO HÚNGARO HAVER ESTUDAR}(q)
